model,class,psnr,ssim,lpips
A (L2),Normal,34.71718197178351,0.9271763563156128,0.17895802855491638
D (NLL+SSIM+FFL),Normal,33.51894065236354,0.9018300771713257,0.23474764823913574
H (PP-VAE),Normal,32.77375506023846,0.8820826411247253,0.2790176570415497
DnCNN,Normal,32.85058417225689,0.8745253682136536,0.2733709514141083
SCUNet,Normal,34.87103732484457,0.928877592086792,0.16847819089889526
A (L2),Normal,33.802099874573585,0.9140046238899231,0.26822447776794434
D (NLL+SSIM+FFL),Normal,32.95311448500372,0.8978692889213562,0.3189963102340698
H (PP-VAE),Normal,32.21099802777239,0.8842872977256775,0.3515188694000244
DnCNN,Normal,32.31563715134632,0.8802578449249268,0.3668588697910309
SCUNet,Normal,33.88441130828272,0.9135726690292358,0.2591412365436554
A (L2),Normal,32.599419659022736,0.8906009197235107,0.20156018435955048
D (NLL+SSIM+FFL),Normal,31.523541630291312,0.8662881851196289,0.26496297121047974
H (PP-VAE),Normal,30.96340571211804,0.8486759066581726,0.30954742431640625
DnCNN,Normal,31.155321594391157,0.8499394655227661,0.2915802597999573
SCUNet,Normal,32.91436953380947,0.8949914574623108,0.19183459877967834
A (L2),Normal,32.20840331036403,0.8794255256652832,0.2299618422985077
D (NLL+SSIM+FFL),Normal,31.377013779744992,0.8603249192237854,0.26417624950408936
H (PP-VAE),Normal,30.80490194721993,0.8464169502258301,0.3036893606185913
DnCNN,Normal,31.109146968229876,0.8482596278190613,0.275012344121933
SCUNet,Normal,32.327551890768255,0.8830731511116028,0.22073853015899658
A (L2),Normal,33.327768594936806,0.9128236174583435,0.15434689819812775
D (NLL+SSIM+FFL),Normal,32.03059155393239,0.8874736428260803,0.1974530667066574
H (PP-VAE),Normal,30.999990185818078,0.8670418858528137,0.2488919198513031
DnCNN,Normal,31.26482226788525,0.8652763366699219,0.24654319882392883
SCUNet,Normal,33.37721740233148,0.9134187698364258,0.15429234504699707
A (L2),Normal,34.475861591949304,0.9141660332679749,0.2373635619878769
D (NLL+SSIM+FFL),Normal,33.16757324734843,0.8952116370201111,0.2694031000137329
H (PP-VAE),Normal,32.449553382757806,0.8825979828834534,0.29067981243133545
DnCNN,Normal,32.44639524201027,0.8754585385322571,0.25752151012420654
SCUNet,Normal,34.70403780773023,0.9161844253540039,0.23543953895568848
A (L2),Normal,33.299154012174235,0.9074381589889526,0.17901398241519928
D (NLL+SSIM+FFL),Normal,32.20711850900643,0.8862018585205078,0.2188960611820221
H (PP-VAE),Normal,31.30467533700955,0.8659830093383789,0.2683028280735016
DnCNN,Normal,31.545559318678396,0.8652939796447754,0.2571084499359131
SCUNet,Normal,33.37758987421158,0.9088752865791321,0.17303912341594696
A (L2),Normal,34.166127547256615,0.9007801413536072,0.23873326182365417
D (NLL+SSIM+FFL),Normal,33.47491501707609,0.8854365944862366,0.2764267921447754
H (PP-VAE),Normal,33.05161081625908,0.8736402988433838,0.31725919246673584
DnCNN,Normal,32.99944173442376,0.8702841401100159,0.30578774213790894
SCUNet,Normal,34.24974538364179,0.9019296765327454,0.23125319182872772
A (L2),Normal,34.085296870849376,0.9132652282714844,0.19150260090827942
D (NLL+SSIM+FFL),Normal,32.73193511194998,0.8870735764503479,0.2394043207168579
H (PP-VAE),Normal,31.95302665926118,0.868880033493042,0.28293925523757935
DnCNN,Normal,32.00121599634934,0.8674349188804626,0.27480027079582214
SCUNet,Normal,34.27428275199689,0.915645956993103,0.18959510326385498
A (L2),Normal,32.332900328618344,0.8789644837379456,0.2095925658941269
D (NLL+SSIM+FFL),Normal,31.16212613911192,0.8602074384689331,0.2556811571121216
H (PP-VAE),Normal,30.59589745285175,0.845209002494812,0.29368680715560913
DnCNN,Normal,30.85829478229072,0.8414689302444458,0.2798629403114319
SCUNet,Normal,32.50063317421581,0.8837506175041199,0.19710391759872437
A (L2),Normal,32.82103771824588,0.8991059064865112,0.20012161135673523
D (NLL+SSIM+FFL),Normal,31.669251651209514,0.874169647693634,0.2367020845413208
H (PP-VAE),Normal,30.81009310273776,0.8528082966804504,0.2748558521270752
DnCNN,Normal,31.060388768239683,0.8525820970535278,0.2509002685546875
SCUNet,Normal,32.827056387506666,0.9005572199821472,0.19676300883293152
A (L2),Normal,33.149377653387695,0.9023764729499817,0.18771576881408691
D (NLL+SSIM+FFL),Normal,31.97381677708413,0.8780156970024109,0.23133239150047302
H (PP-VAE),Normal,31.22092165491273,0.861321747303009,0.2749257981777191
DnCNN,Normal,31.485422088052644,0.8606146574020386,0.2721290588378906
SCUNet,Normal,33.161304838372516,0.9031319618225098,0.18275955319404602
A (L2),Normal,35.4198877158734,0.9323546290397644,0.2083963006734848
D (NLL+SSIM+FFL),Normal,34.41550699248667,0.9202070236206055,0.25327417254447937
H (PP-VAE),Normal,33.622171954906705,0.905196487903595,0.29198190569877625
DnCNN,Normal,33.65639412451246,0.8997657299041748,0.2750278115272522
SCUNet,Normal,35.54934651944697,0.9353584051132202,0.2048390954732895
A (L2),Normal,33.7979759655168,0.9150058031082153,0.17672516405582428
D (NLL+SSIM+FFL),Normal,32.511442446638156,0.8924221396446228,0.21814903616905212
H (PP-VAE),Normal,31.513965285542728,0.8713799118995667,0.26085489988327026
DnCNN,Normal,31.90433215994421,0.87043696641922,0.2443685531616211
SCUNet,Normal,33.90919881516722,0.9160805344581604,0.1729413866996765
A (L2),Normal,34.165382757122124,0.9134958386421204,0.18354174494743347
D (NLL+SSIM+FFL),Normal,32.882290288181835,0.8906512260437012,0.2243335247039795
H (PP-VAE),Normal,31.8256470361737,0.8683556914329529,0.26773014664649963
DnCNN,Normal,31.99119050369029,0.8665529489517212,0.2691704034805298
SCUNet,Normal,34.266696305588304,0.9167574048042297,0.1759178638458252
A (L2),Normal,32.45281342850716,0.9045515656471252,0.1917438805103302
D (NLL+SSIM+FFL),Normal,31.552915230602608,0.8863674402236938,0.23170463740825653
H (PP-VAE),Normal,31.009567542917903,0.870476484298706,0.2741687297821045
DnCNN,Normal,31.04466643880886,0.8619004487991333,0.27825427055358887
SCUNet,Normal,32.65153197600177,0.9080697298049927,0.18307586014270782
A (L2),Normal,34.06643435353132,0.9044225811958313,0.22412267327308655
D (NLL+SSIM+FFL),Normal,32.69574017758198,0.881129801273346,0.26343217492103577
H (PP-VAE),Normal,31.897805324406203,0.8622693419456482,0.29464030265808105
DnCNN,Normal,32.10986242314004,0.8607213497161865,0.2855421304702759
SCUNet,Normal,34.153489702551745,0.9066203236579895,0.22053837776184082
A (L2),Normal,33.42814741567992,0.9108285307884216,0.16557440161705017
D (NLL+SSIM+FFL),Normal,32.18431893416867,0.8870972990989685,0.21541360020637512
H (PP-VAE),Normal,31.516005880182114,0.8696104884147644,0.25270920991897583
DnCNN,Normal,31.7389197155132,0.8716138005256653,0.24471227824687958
SCUNet,Normal,33.43520585506208,0.9115116596221924,0.1624264419078827
A (L2),Normal,32.38714606910443,0.891110360622406,0.20583337545394897
D (NLL+SSIM+FFL),Normal,31.518403504787635,0.8720920085906982,0.2297225147485733
H (PP-VAE),Normal,30.881651060708673,0.8586605787277222,0.25022560358047485
DnCNN,Normal,31.11924411362866,0.8575685024261475,0.23979298770427704
SCUNet,Normal,32.43286126416178,0.891928493976593,0.19950801134109497
A (L2),Normal,34.81374066787457,0.9305930137634277,0.18360251188278198
D (NLL+SSIM+FFL),Normal,33.647638198886476,0.9138889312744141,0.2315770983695984
H (PP-VAE),Normal,32.95803114024887,0.9026167392730713,0.24661144614219666
DnCNN,Normal,32.978546043741474,0.8949298858642578,0.25749292969703674
SCUNet,Normal,34.9979401554953,0.9331374168395996,0.17604582011699677
A (L2),Normal,32.78980768875958,0.8834739327430725,0.21962393820285797
D (NLL+SSIM+FFL),Normal,31.657119550969178,0.8595083951950073,0.2709047794342041
H (PP-VAE),Normal,30.965111423914887,0.8428483605384827,0.3066476285457611
DnCNN,Normal,31.235708877857093,0.8437255620956421,0.30250608921051025
SCUNet,Normal,32.836434724772914,0.8851974010467529,0.21377679705619812
A (L2),Normal,34.238595680165496,0.9244739413261414,0.17947830259799957
D (NLL+SSIM+FFL),Normal,32.80686633318067,0.8999994397163391,0.2412579357624054
H (PP-VAE),Normal,31.850703111419083,0.88287353515625,0.28058063983917236
DnCNN,Normal,32.04300018048043,0.8726497888565063,0.2737831771373749
SCUNet,Normal,34.350892704242185,0.9254070520401001,0.1747005730867386
A (L2),Normal,32.061468944384956,0.874578058719635,0.22290877997875214
D (NLL+SSIM+FFL),Normal,31.374413670728167,0.8568888902664185,0.25476086139678955
H (PP-VAE),Normal,30.813977053493197,0.8362069725990295,0.29579678177833557
DnCNN,Normal,30.915819307411496,0.826091468334198,0.2809140086174011
SCUNet,Normal,32.072448038815,0.8754610419273376,0.2155350297689438
A (L2),Normal,33.74868932436009,0.9072463512420654,0.18738602101802826
D (NLL+SSIM+FFL),Normal,32.238976358921676,0.8780607581138611,0.2311420738697052
H (PP-VAE),Normal,31.129096600219263,0.8520767688751221,0.2864433526992798
DnCNN,Normal,31.476367916447458,0.8541767001152039,0.27233046293258667
SCUNet,Normal,33.841556060625514,0.9096512794494629,0.18259063363075256
A (L2),Normal,32.02104841193722,0.8738657236099243,0.22228044271469116
D (NLL+SSIM+FFL),Normal,31.05948948740181,0.8479651808738708,0.2569059729576111
H (PP-VAE),Normal,30.338714398767806,0.8267372846603394,0.2887275815010071
DnCNN,Normal,30.49831935218539,0.8277579545974731,0.2805382013320923
SCUNet,Normal,32.06890275792817,0.8761451840400696,0.21799209713935852
A (L2),Normal,33.03082132999459,0.9048388004302979,0.17140817642211914
D (NLL+SSIM+FFL),Normal,31.807423760802344,0.878617525100708,0.21376711130142212
H (PP-VAE),Normal,30.760191754453516,0.851284921169281,0.2664574384689331
DnCNN,Normal,30.976644750418032,0.8531302809715271,0.24944444000720978
SCUNet,Normal,33.15863358808846,0.9064874053001404,0.1719008982181549
A (L2),Normal,33.76103444530492,0.9128307104110718,0.19660067558288574
D (NLL+SSIM+FFL),Normal,32.538842449451295,0.886711597442627,0.24570831656455994
H (PP-VAE),Normal,31.759504557440195,0.8704766631126404,0.28235673904418945
DnCNN,Normal,31.94034647779653,0.8678028583526611,0.28500422835350037
SCUNet,Normal,33.80947511925426,0.9142528176307678,0.19392459094524384
A (L2),Normal,34.22200514160235,0.9083805680274963,0.19759300351142883
D (NLL+SSIM+FFL),Normal,32.92488083324748,0.8845683932304382,0.24561166763305664
H (PP-VAE),Normal,31.833895988228544,0.8620390892028809,0.29390573501586914
DnCNN,Normal,32.19057952159703,0.8628318309783936,0.2854185104370117
SCUNet,Normal,34.372432665761465,0.9114054441452026,0.19408415257930756
A (L2),Normal,32.31020147803072,0.8860993981361389,0.21460583806037903
D (NLL+SSIM+FFL),Normal,31.32562065829734,0.8624961376190186,0.24851521849632263
H (PP-VAE),Normal,30.672697094658233,0.8456012010574341,0.29349344968795776
DnCNN,Normal,30.860237966280224,0.8447479009628296,0.271918922662735
SCUNet,Normal,32.38762921549028,0.8882783651351929,0.21224026381969452
A (L2),Normal,33.93485510548417,0.9153869152069092,0.1659902036190033
D (NLL+SSIM+FFL),Normal,32.7375774413269,0.8917973041534424,0.19849345088005066
H (PP-VAE),Normal,31.8058541632943,0.8714191913604736,0.2508202791213989
DnCNN,Normal,31.978100778193188,0.8685649037361145,0.2535287141799927
SCUNet,Normal,33.96417120730052,0.9177209138870239,0.16152313351631165
A (L2),Normal,34.228889304024015,0.9152754545211792,0.19646161794662476
D (NLL+SSIM+FFL),Normal,32.78051884470137,0.8890471458435059,0.243165522813797
H (PP-VAE),Normal,32.11074679962434,0.8734771609306335,0.269544780254364
DnCNN,Normal,32.14719781583725,0.8713862299919128,0.2485983669757843
SCUNet,Normal,34.29647466714786,0.9160107970237732,0.1968686729669571
A (L2),Normal,33.010094993143554,0.9022825360298157,0.17422738671302795
D (NLL+SSIM+FFL),Normal,31.661878554931754,0.8739510774612427,0.21653397381305695
H (PP-VAE),Normal,30.804488468240105,0.8553648591041565,0.2659391164779663
DnCNN,Normal,31.06749857405734,0.8529211282730103,0.2573115825653076
SCUNet,Normal,33.03891947252024,0.9033495187759399,0.17208978533744812
A (L2),Normal,33.37671403836337,0.9059774279594421,0.18386363983154297
D (NLL+SSIM+FFL),Normal,32.20765432205385,0.8850508332252502,0.2136419415473938
H (PP-VAE),Normal,31.535261481082326,0.8702895641326904,0.24378949403762817
DnCNN,Normal,31.851008552216612,0.8713006377220154,0.2334611415863037
SCUNet,Normal,33.46686276062976,0.9077444672584534,0.1786009669303894
A (L2),Normal,34.238222704781776,0.9180310964584351,0.16340219974517822
D (NLL+SSIM+FFL),Normal,32.82428093163545,0.8929237127304077,0.21858009696006775
H (PP-VAE),Normal,31.745712176808738,0.8708069920539856,0.27484726905822754
DnCNN,Normal,31.99786291684073,0.8677792549133301,0.28167855739593506
SCUNet,Normal,34.31996462634706,0.919574499130249,0.16384844481945038
A (L2),Normal,33.380722487656755,0.90407794713974,0.18112361431121826
D (NLL+SSIM+FFL),Normal,32.15833914359063,0.8813074231147766,0.23551738262176514
H (PP-VAE),Normal,31.36748222138193,0.8646094799041748,0.27914464473724365
DnCNN,Normal,31.581791626850343,0.8642536997795105,0.2673031985759735
SCUNet,Normal,33.54281954132857,0.9072263240814209,0.17331856489181519
A (L2),Normal,32.0282277957954,0.8603441119194031,0.24873223900794983
D (NLL+SSIM+FFL),Normal,31.17055035436968,0.8375943303108215,0.28698793053627014
H (PP-VAE),Normal,30.638482463598802,0.8196057677268982,0.32368287444114685
DnCNN,Normal,30.754865861638017,0.8204745054244995,0.30826765298843384
SCUNet,Normal,32.10571540734009,0.861738920211792,0.24573877453804016
A (L2),Normal,32.63910515305389,0.8730770349502563,0.2201482653617859
D (NLL+SSIM+FFL),Normal,31.769716843875013,0.8536591529846191,0.26398777961730957
H (PP-VAE),Normal,31.265948132825166,0.8383433818817139,0.3043810725212097
DnCNN,Normal,31.415899018871258,0.8376070857048035,0.28798648715019226
SCUNet,Normal,32.8212051942935,0.8788548707962036,0.21344906091690063
A (L2),Normal,33.63792622238628,0.8969024419784546,0.19952858984470367
D (NLL+SSIM+FFL),Normal,32.2819283275835,0.8711239695549011,0.24897471070289612
H (PP-VAE),Normal,31.865374960490364,0.8600627183914185,0.27275049686431885
DnCNN,Normal,32.02797253848702,0.8595908284187317,0.25278523564338684
SCUNet,Normal,33.846647964186246,0.9012322425842285,0.19252316653728485
A (L2),Normal,34.30579518203423,0.9073318243026733,0.20015433430671692
D (NLL+SSIM+FFL),Normal,33.28866918555252,0.884937047958374,0.23895025253295898
H (PP-VAE),Normal,32.39395318064104,0.8626900315284729,0.2773996591567993
DnCNN,Normal,32.5686093673139,0.8648785352706909,0.27164003252983093
SCUNet,Normal,34.46481145160031,0.9101808667182922,0.1943545639514923
A (L2),Normal,32.105600462816774,0.8846254944801331,0.20854198932647705
D (NLL+SSIM+FFL),Normal,30.646309486053177,0.8605373501777649,0.24830202758312225
H (PP-VAE),Normal,30.02840882476978,0.8439709544181824,0.289646714925766
DnCNN,Normal,30.543567198451697,0.8399311900138855,0.27101877331733704
SCUNet,Normal,32.35051036038661,0.8887739181518555,0.20486804842948914
A (L2),Normal,32.474166811010925,0.8760149478912354,0.21132387220859528
D (NLL+SSIM+FFL),Normal,31.194944776196913,0.8433961272239685,0.266929566860199
H (PP-VAE),Normal,30.622575925395537,0.8245720267295837,0.31546545028686523
DnCNN,Normal,30.807144059844816,0.8252418041229248,0.29318973422050476
SCUNet,Normal,32.67902078336446,0.8795497417449951,0.2003188282251358
A (L2),Normal,33.33835762727619,0.8936224579811096,0.2207743227481842
D (NLL+SSIM+FFL),Normal,32.00562861826547,0.8629925847053528,0.272635817527771
H (PP-VAE),Normal,31.25041513636007,0.8435195684432983,0.3121558427810669
DnCNN,Normal,31.349892241776924,0.8432044982910156,0.28283607959747314
SCUNet,Normal,33.419072161066566,0.8945433497428894,0.21407067775726318
A (L2),Normal,33.2063607151405,0.9001516103744507,0.19636797904968262
D (NLL+SSIM+FFL),Normal,32.026845633817814,0.877565860748291,0.22584718465805054
H (PP-VAE),Normal,31.178129102055337,0.8575446605682373,0.2646799683570862
DnCNN,Normal,31.349870165158414,0.8554754257202148,0.2403697669506073
SCUNet,Normal,33.20929913749476,0.8996015787124634,0.1946984827518463
A (L2),Normal,32.29948141892103,0.8943553566932678,0.17929840087890625
D (NLL+SSIM+FFL),Normal,31.309383404056582,0.8734597563743591,0.20842468738555908
H (PP-VAE),Normal,30.410005276540957,0.8499963283538818,0.2555113434791565
DnCNN,Normal,30.61122215609891,0.8498058915138245,0.24249836802482605
SCUNet,Normal,32.35257129027476,0.895667552947998,0.17517666518688202
A (L2),Normal,33.631219598736536,0.9028782248497009,0.1852487176656723
D (NLL+SSIM+FFL),Normal,32.36236711716656,0.8873790502548218,0.2207580804824829
H (PP-VAE),Normal,31.66447232692862,0.8723838925361633,0.25356370210647583
DnCNN,Normal,32.17385514974872,0.8713379502296448,0.26495927572250366
SCUNet,Normal,33.65290124259018,0.9017941355705261,0.18507078289985657
A (L2),Normal,33.59153690306694,0.9066489338874817,0.18775668740272522
D (NLL+SSIM+FFL),Normal,32.29971966046545,0.8818202018737793,0.2294168472290039
H (PP-VAE),Normal,31.24810265754597,0.8573240041732788,0.2799474596977234
DnCNN,Normal,31.47500119243905,0.8542843461036682,0.26837173104286194
SCUNet,Normal,33.59360138563074,0.9071710705757141,0.18532860279083252
A (L2),Normal,35.57086845228169,0.9401664733886719,0.16344228386878967
D (NLL+SSIM+FFL),Normal,33.93290669570463,0.9190335869789124,0.2291947305202484
H (PP-VAE),Normal,33.034338991594645,0.9042022228240967,0.27567240595817566
DnCNN,Normal,33.02768720874757,0.8974892497062683,0.2874401807785034
SCUNet,Normal,35.53701172922232,0.939787745475769,0.15780507028102875
A (L2),Normal,34.22405125926506,0.9361491203308105,0.1378593146800995
D (NLL+SSIM+FFL),Normal,32.655537569452164,0.9157904386520386,0.1798478662967682
H (PP-VAE),Normal,31.598455954371044,0.8967508673667908,0.2225314974784851
DnCNN,Normal,32.199924847610916,0.8964674472808838,0.22660169005393982
SCUNet,Normal,34.64642364374326,0.9414283037185669,0.128875270485878
